x,t,RePsi,ImPsi,AbsPsi,Phase
0,0,0,0,0,0
0.01,0,0.0725221,0.0362521,0.0810782,0.463549
0.02,0,0.144865,0.0723612,0.161932,0.463252
0.03,0,0.216852,0.108185,0.24234,0.462758
0.04,0,0.288304,0.143581,0.322078,0.462063
0.05,0,0.359046,0.178411,0.40093,0.461167
0.06,0,0.428906,0.212537,0.478678,0.460067
0.07,0,0.497714,0.245824,0.555111,0.45876
0.08,0,0.565303,0.278141,0.630024,0.457244
0.09,0,0.631511,0.30936,0.703214,0.455513
0.1,0,0.69618,0.339358,0.774487,0.453563
0.11,0,0.759158,0.368017,0.843657,0.45139
0.12,0,0.820297,0.395223,0.910543,0.448986
0.13,0,0.879457,0.42087,0.974975,0.446346
0.14,0,0.936504,0.444856,1.03679,0.443463
0.15,0,0.991309,0.467086,1.09584,0.440328
0.16,0,1.04375,0.487473,1.15198,0.436932
0.17,0,1.09373,0.505936,1.20508,0.433266
0.18,0,1.14112,0.522402,1.25501,0.429319
0.19,0,1.18584,0.536807,1.30169,0.425079
0.2,0,1.22781,0.549093,1.345,0.420534
0.21,0,1.26694,0.559212,1.38486,0.41567
0.22,0,1.30316,0.567124,1.42121,0.410472
0.23,0,1.33641,0.572798,1.454,0.404922
0.24,0,1.36666,0.576211,1.48316,0.399005
0.25,0,1.39385,0.57735,1.50869,0.392699
0.26,0,1.41795,0.576211,1.53056,0.385984
0.27,0,1.43895,0.572798,1.54877,0.378838
0.28,0,1.45684,0.567124,1.56333,0.371235
0.29,0,1.4716,0.559212,1.57427,0.363148
0.3,0,1.48327,0.549093,1.58164,0.354549
0.31,0,1.49184,0.536807,1.58548,0.345404
0.32,0,1.49735,0.522402,1.58586,0.335681
0.33,0,1.49984,0.505936,1.58287,0.325341
0.34,0,1.49934,0.487473,1.5766,0.314344
0.35,0,1.49593,0.467086,1.56716,0.302646
0.36,0,1.48966,0.444856,1.55467,0.290199
0.37,0,1.4806,0.42087,1.53926,0.276951
0.38,0,1.46884,0.395223,1.52108,0.262847
0.39,0,1.45445,0.368017,1.50029,0.247826
0.4,0,1.43754,0.339358,1.47706,0.231824
0.41,0,1.41821,0.30936,1.45156,0.21477
0.42,0,1.39656,0.278141,1.42399,0.196588
0.43,0,1.37272,0.245824,1.39455,0.1772
0.44,0,1.34678,0.212537,1.36345,0.15652
0.45,0,1.3189,0.178411,1.33091,0.134457
0.46,0,1.28918,0.143581,1.29715,0.110917
0.47,0,1.25776,0.108185,1.2624,0.0858025
0.48,0,1.22478,0.0723612,1.22692,0.0590122
0.49,0,1.19038,0.0362521,1.19093,0.0304448
0.5,0,1.1547,1.86547e-15,1.1547,1.61554e-15
0.51,0,1.11788,-0.0362521,1.11847,-0.032418
0.52,0,1.08006,-0.0723612,1.08248,-0.0668973
0.53,0,1.04139,-0.108185,1.047,-0.103513
0.54,0,1.00201,-0.143581,1.01225,-0.142324
0.55,0,0.962073,-0.178411,0.978476,-0.183361
0.56,0,0.921711,-0.212537,0.945898,-0.226628
0.57,0,0.881068,-0.245824,0.914718,-0.272087
0.58,0,0.840283,-0.278141,0.88512,-0.319657
0.59,0,0.799492,-0.30936,0.857258,-0.369202
0.6,0,0.758827,-0.339358,0.831254,-0.420534
0.61,0,0.718419,-0.368017,0.807194,-0.473407
0.62,0,0.67839,-0.395223,0.785121,-0.52752
0.63,0,0.638862,-0.42087,0.765033,-0.582524
0.64,0,0.599948,-0.444856,0.746883,-0.638033
0.65,0,0.56176,-0.467086,0.730577,-0.693638
0.66,0,0.524399,-0.487473,0.715978,-0.748922
0.67,0,0.487963,-0.505936,0.702908,-0.803479
0.68,0,0.452544,-0.522402,0.691158,-0.85693
0.69,0,0.418224,-0.536807,0.680494,-0.908933
0.7,0,0.38508,-0.549093,0.670663,-0.959197
0.71,0,0.353181,-0.559212,0.661403,-1.00749
0.72,0,0.322588,-0.567124,0.652451,-1.05362
0.73,0,0.293356,-0.572798,0.643549,-1.09748
0.74,0,0.265529,-0.576211,0.634449,-1.13898
0.75,0,0.239146,-0.57735,0.624919,-1.1781
0.76,0,0.214236,-0.576211,0.614749,-1.21483
0.77,0,0.190819,-0.572798,0.603746,-1.24922
0.78,0,0.16891,-0.567124,0.591743,-1.28133
0.79,0,0.148512,-0.559212,0.578596,-1.31121
0.8,0,0.129623,-0.549093,0.564185,-1.33897
0.81,0,0.112231,-0.536807,0.548413,-1.36469
0.82,0,0.0963173,-0.522402,0.531207,-1.38847
0.83,0,0.0818545,-0.505936,0.512515,-1.4104
0.84,0,0.0688083,-0.487473,0.492305,-1.43057
0.85,0,0.0571369,-0.467086,0.470568,-1.44907
0.86,0,0.0467915,-0.444856,0.44731,-1.466
0.87,0,0.0377166,-0.42087,0.422557,-1.48142
0.88,0,0.0298502,-0.395223,0.396349,-1.49541
0.89,0,0.0231239,-0.368017,0.368743,-1.50804
0.9,0,0.0174641,-0.339358,0.339807,-1.51938
0.91,0,0.0127914,-0.30936,0.309624,-1.52947
0.92,0,0.00902173,-0.278141,0.278287,-1.53837
0.93,0,0.00606633,-0.245824,0.245899,-1.54612
0.94,0,0.0038325,-0.212537,0.212571,-1.55277
0.95,0,0.00222392,-0.178411,0.178425,-1.55833
0.96,0,0.00114118,-0.143581,0.143586,-1.56285
0.97,0,0.000482268,-0.108185,0.108186,-1.56634
0.98,0,0.000143071,-0.0723612,0.0723613,-1.56882
0.99,0,1.78971e-05,-0.0362521,0.0362521,-1.5703
0,0.01,0,0,0,0
0.01,0.01,0.0788835,0.0266495,0.0832635,0.325796
0.02,0.01,0.157563,0.0531886,0.166298,0.325559
0.03,0.01,0.235835,0.0795071,0.248876,0.325164
0.04,0.01,0.313497,0.105496,0.330772,0.32461
0.05,0.01,0.39035,0.131048,0.411761,0.323895
0.06,0.01,0.466197,0.156055,0.491622,0.323017
0.07,0.01,0.540843,0.180416,0.570141,0.321975
0.08,0.01,0.614099,0.204027,0.647105,0.320765
0.09,0.01,0.685781,0.226792,0.722309,0.319384
0.1,0.01,0.755708,0.248614,0.795553,0.317829
0.11,0.01,0.823708,0.269404,0.866645,0.316096
0.12,0.01,0.889613,0.289072,0.935401,0.314179
0.13,0.01,0.953264,0.307538,1.00164,0.312074
0.14,0.01,1.01451,0.324724,1.06521,0.309775
0.15,0.01,1.0732,0.340556,1.12594,0.307276
0.16,0.01,1.12921,0.354967,1.18369,0.304569
0.17,0.01,1.18241,0.367896,1.23832,0.301647
0.18,0.01,1.23267,0.379288,1.28971,0.298502
0.19,0.01,1.27991,0.389092,1.33774,0.295123
0.2,0.01,1.324,0.397266,1.38232,0.291502
0.21,0.01,1.36488,0.403773,1.42336,0.287627
0.22,0.01,1.40247,0.408584,1.46077,0.283485
0.23,0.01,1.4367,0.411674,1.49451,0.279065
0.24,0.01,1.46751,0.413028,1.52452,0.274351
0.25,0.01,1.49487,0.412637,1.55077,0.269329
0.26,0.01,1.51874,0.410498,1.57324,0.263981
0.27,0.01,1.53911,0.406616,1.59191,0.258288
0.28,0.01,1.55596,0.401003,1.6068,0.252232
0.29,0.01,1.5693,0.393678,1.61793,0.245789
0.3,0.01,1.57915,0.384665,1.62532,0.238937
0.31,0.01,1.58553,0.373998,1.62904,0.231649
0.32,0.01,1.58847,0.361716,1.62913,0.223896
0.33,0.01,1.58802,0.347864,1.62568,0.215649
0.34,0.01,1.58425,0.332494,1.61876,0.206872
0.35,0.01,1.57721,0.315664,1.60849,0.197531
0.36,0.01,1.56699,0.297437,1.59497,0.187583
0.37,0.01,1.55368,0.277885,1.57833,0.176985
0.38,0.01,1.53736,0.257081,1.55871,0.165689
0.39,0.01,1.51816,0.235106,1.53625,0.153642
0.4,0.01,1.49617,0.212044,1.51112,0.140787
0.41,0.01,1.47152,0.187986,1.48348,0.127061
0.42,0.01,1.44435,0.163023,1.45352,0.112394
0.43,0.01,1.41478,0.137254,1.42142,0.0967116
0.44,0.01,1.38296,0.110778,1.38739,0.0799318
0.45,0.01,1.34903,0.0837001,1.35163,0.0619651
0.46,0.01,1.31315,0.056125,1.31435,0.0427147
0.47,0.01,1.27548,0.0281612,1.27579,0.0220754
0.48,0.01,1.23617,-8.15949e-05,1.23617,-6.60064e-05
0.49,0.01,1.19538,-0.0284923,1.19572,-0.0238308
0.5,0.01,1.15329,-0.0569591,1.1547,-0.049348
0.51,0.01,1.11007,-0.0853696,1.11335,-0.0767538
0.52,0.01,1.06587,-0.113612,1.07191,-0.106189
0.53,0.01,1.02088,-0.141574,1.03065,-0.1378
0.54,0.01,0.97525,-0.169145,0.989809,-0.171729
0.55,0.01,0.929161,-0.196216,0.949653,-0.208117
0.56,0.01,0.882776,-0.222679,0.910428,-0.247093
0.57,0.01,0.83626,-0.248428,0.872381,-0.288767
0.58,0.01,0.789776,-0.273362,0.835747,-0.33322
0.59,0.01,0.74348,-0.29738,0.800748,-0.380493
0.6,0.01,0.697528,-0.320387,0.767589,-0.430575
0.61,0.01,0.65207,-0.342289,0.736449,-0.48339
0.62,0.01,0.607249,-0.363,0.707475,-0.538783
0.63,0.01,0.563206,-0.382434,0.680777,-0.596513
0.64,0.01,0.520073,-0.400514,0.65642,-0.656248
0.65,0.01,0.477976,-0.417165,0.634419,-0.717569
0.66,0.01,0.437033,-0.432321,0.614735,-0.779977
0.67,0.01,0.397358,-0.445918,0.597274,-0.84292
0.68,0.01,0.359052,-0.4579,0.581885,-0.90581
0.69,0.01,0.32221,-0.468218,0.568373,-0.968058
0.7,0.01,0.286921,-0.476827,0.556496,-1.02911
0.71,0.01,0.253261,-0.483691,0.545983,-1.08845
0.72,0.01,0.221298,-0.488779,0.536542,-1.14565
0.73,0.01,0.191092,-0.492067,0.52787,-1.20038
0.74,0.01,0.162692,-0.493541,0.519664,-1.25237
0.75,0.01,0.136138,-0.493189,0.511634,-1.30147
0.76,0.01,0.111461,-0.491011,0.503503,-1.34758
0.77,0.01,0.0886799,-0.48701,0.495018,-1.39068
0.78,0.01,0.0678066,-0.481198,0.485952,-1.43081
0.79,0.01,0.0488414,-0.473595,0.476107,-1.46803
0.8,0.01,0.0317755,-0.464226,0.465312,-1.50245
0.81,0.01,0.0165906,-0.453124,0.453427,-1.5342
0.82,0.01,0.00325877,-0.440328,0.44034,-1.5634
0.83,0.01,-0.00825694,-0.425885,0.425965,-1.59018
0.84,0.01,-0.0180025,-0.409847,0.410243,-1.61469
0.85,0.01,-0.0260326,-0.392273,0.393136,-1.63706
0.86,0.01,-0.0324104,-0.373228,0.374632,-1.65742
0.87,0.01,-0.0372069,-0.352781,0.354737,-1.67588
0.88,0.01,-0.040501,-0.331008,0.333477,-1.69255
0.89,0.01,-0.0423786,-0.307992,0.310894,-1.70753
0.9,0.01,-0.0429328,-0.283817,0.287046,-1.72093
0.91,0.01,-0.0422628,-0.258574,0.262005,-1.73281
0.92,0.01,-0.0404737,-0.232358,0.235856,-1.74325
0.93,0.01,-0.0376759,-0.205266,0.208695,-1.75232
0.94,0.01,-0.0339849,-0.177402,0.180627,-1.76007
0.95,0.01,-0.0295202,-0.148868,0.151767,-1.76655
0.96,0.01,-0.0244049,-0.119774,0.122235,-1.7718
0.97,0.01,-0.0187656,-0.0902278,0.0921586,-1.77585
0.98,0.01,-0.012731,-0.0603416,0.0616699,-1.77873
0.99,0.01,-0.00643179,-0.0302278,0.0309045,-1.78045
0,0.02,0,0,0,0
0.01,0.02,0.0835,0.0159468,0.0850091,0.188707
0.02,0.02,0.166777,0.0318201,0.169786,0.188528
0.03,0.02,0.24961,0.0475467,0.254098,0.188229
0.04,0.02,0.331778,0.0630539,0.337716,0.187809
0.05,0.02,0.413062,0.0782701,0.420412,0.187267
0.06,0.02,0.493248,0.0931247,0.501962,0.186602
0.07,0.02,0.572125,0.107549,0.582146,0.185813
0.08,0.02,0.649486,0.121475,0.660748,0.184896
0.09,0.02,0.72513,0.134838,0.73756,0.18385
0.1,0.02,0.79886,0.147575,0.812377,0.182672
0.11,0.02,0.870489,0.159625,0.885003,0.181359
0.12,0.02,0.939834,0.170931,0.955252,0.179907
0.13,0.02,1.00672,0.181439,1.02294,0.178313
0.14,0.02,1.07099,0.191097,1.0879,0.176572
0.15,0.02,1.13248,0.199857,1.14998,0.17468
0.16,0.02,1.19104,0.207676,1.20901,0.17263
0.17,0.02,1.24654,0.214513,1.26486,0.170418
0.18,0.02,1.29885,0.220332,1.3174,0.168037
0.19,0.02,1.34786,0.225101,1.36652,0.16548
0.2,0.02,1.39346,0.228792,1.41211,0.162739
0.21,0.02,1.43555,0.231383,1.45408,0.159806
0.22,0.02,1.47407,0.232854,1.49235,0.156672
0.23,0.02,1.50894,0.233191,1.52685,0.153326
0.24,0.02,1.5401,0.232385,1.55754,0.14976
0.25,0.02,1.56752,0.230432,1.58436,0.145959
0.26,0.02,1.59115,0.227331,1.60731,0.141912
0.27,0.02,1.61098,0.223088,1.62635,0.137604
0.28,0.02,1.627,0.217711,1.64151,0.133021
0.29,0.02,1.63923,0.211216,1.65278,0.128145
0.3,0.02,1.64767,0.203621,1.6602,0.122958
0.31,0.02,1.65236,0.19495,1.66382,0.11744
0.32,0.02,1.65334,0.185231,1.66368,0.111569
0.33,0.02,1.65067,0.174497,1.65987,0.105322
0.34,0.02,1.64441,0.162784,1.65245,0.098671
0.35,0.02,1.63464,0.150134,1.64152,0.0915882
0.36,0.02,1.62145,0.136591,1.6272,0.0840416
0.37,0.02,1.60494,0.122205,1.60959,0.0759961
0.38,0.02,1.58522,0.107027,1.58883,0.0674132
0.39,0.02,1.5624,0.0911134,1.56505,0.0582503
0.4,0.02,1.53662,0.0745236,1.53842,0.0484606
0.41,0.02,1.508,0.0573194,1.50909,0.0379919
0.42,0.02,1.4767,0.0395657,1.47723,0.0267869
0.43,0.02,1.44287,0.0213296,1.44303,0.0147817
0.44,0.02,1.40666,0.00268073,1.40666,0.00190574
0.45,0.02,1.36824,-0.0163095,1.36834,-0.0119195
0.46,0.02,1.32778,-0.035568,1.32826,-0.0267812
0.47,0.02,1.28545,-0.0550202,1.28663,-0.0427761
0.48,0.02,1.24144,-0.0745906,1.24368,-0.0600118
0.49,0.02,1.19592,-0.0942026,1.19963,-0.0786076
0.5,0.02,1.14908,-0.113779,1.1547,-0.098696
0.51,0.02,1.10111,-0.133244,1.10914,-0.120424
0.52,0.02,1.05219,-0.152519,1.06318,-0.143952
0.53,0.02,1.00251,-0.171529,1.01708,-0.169458
0.54,0.02,0.952261,-0.190197,0.971069,-0.197137
0.55,0.02,0.901628,-0.208448,0.92541,-0.227199
0.56,0.02,0.850796,-0.226209,0.880354,-0.259867
0.57,0.02,0.799947,-0.243408,0.836159,-0.295379
0.58,0.02,0.749259,-0.259975,0.793081,-0.333979
0.59,0.02,0.698909,-0.275843,0.751374,-0.375908
0.6,0.02,0.649067,-0.290945,0.711292,-0.421399
0.61,0.02,0.599897,-0.305219,0.673079,-0.470652
0.62,0.02,0.551559,-0.318606,0.636967,-0.52382
0.63,0.02,0.504207,-0.331048,0.603173,-0.580981
0.64,0.02,0.457987,-0.342493,0.571885,-0.642106
0.65,0.02,0.413036,-0.35289,0.543259,-0.707033
0.66,0.02,0.369485,-0.362196,0.517402,-0.775436
0.67,0.02,0.327456,-0.370366,0.494367,-0.846813
0.68,0.02,0.287062,-0.377365,0.474141,-0.920482
0.69,0.02,0.248407,-0.383159,0.456637,-0.995609
0.7,0.02,0.211584,-0.38772,0.441695,-1.07125
0.71,0.02,0.176677,-0.391022,0.429085,-1.14642
0.72,0.02,0.143761,-0.393048,0.418514,-1.22015
0.73,0.02,0.112898,-0.393782,0.409646,-1.29159
0.74,0.02,0.0841396,-0.393214,0.402116,-1.36
0.75,0.02,0.0575288,-0.39134,0.395546,-1.42484
0.76,0.02,0.0330957,-0.38816,0.389568,-1.48574
0.77,0.02,0.01086,-0.383678,0.383832,-1.5425
0.78,0.02,-0.00916941,-0.377905,0.378016,-1.59506
0.79,0.02,-0.0269948,-0.370855,0.371837,-1.64346
0.8,0.02,-0.0426293,-0.362548,0.365046,-1.68784
0.81,0.02,-0.0560966,-0.353008,0.357438,-1.72839
0.82,0.02,-0.0674308,-0.342264,0.348843,-1.76532
0.83,0.02,-0.0766767,-0.33035,0.339132,-1.79887
0.84,0.02,-0.0838887,-0.317304,0.328205,-1.82926
0.85,0.02,-0.0891313,-0.303167,0.315998,-1.85674
0.86,0.02,-0.0924782,-0.287987,0.302471,-1.88151
0.87,0.02,-0.094012,-0.271814,0.287612,-1.90379
0.88,0.02,-0.0938242,-0.254701,0.271433,-1.92374
0.89,0.02,-0.0920141,-0.236708,0.253963,-1.94155
0.9,0.02,-0.0886889,-0.217894,0.235252,-1.95735
0.91,0.02,-0.0839628,-0.198325,0.215366,-1.97128
0.92,0.02,-0.0779564,-0.178066,0.194383,-1.98345
0.93,0.02,-0.0707967,-0.157189,0.172397,-1.99398
0.94,0.02,-0.0626156,-0.135765,0.149509,-2.00293
0.95,0.02,-0.0535502,-0.113868,0.125832,-2.01039
0.96,0.02,-0.0437414,-0.0915746,0.101485,-2.01641
0.97,0.02,-0.0333337,-0.0689618,0.0765955,-2.02105
0.98,0.02,-0.0224745,-0.0461086,0.0512943,-2.02433
0.99,0.02,-0.011313,-0.0230946,0.0257166,-2.02629
0,0.03,0,0,0,0
0.01,0.03,0.0861875,0.00449465,0.0863046,0.0521025
0.02,0.03,0.172141,0.00895573,0.172374,0.0519787
0.03,0.03,0.257627,0.0133498,0.257973,0.051772
0.04,0.03,0.342415,0.0176438,0.342869,0.0514819
0.05,0.03,0.426275,0.0218049,0.426832,0.0511077
0.06,0.03,0.508982,0.0258012,0.509635,0.0506484
0.07,0.03,0.590313,0.0296011,0.591054,0.0501028
0.08,0.03,0.670051,0.0331743,0.670872,0.0494696
0.09,0.03,0.747986,0.0364911,0.748876,0.0487472
0.1,0.03,0.823913,0.0395234,0.82486,0.0479336
0.11,0.03,0.897632,0.0422438,0.898625,0.0470267
0.12,0.03,0.968953,0.0446268,0.96998,0.0460242
0.13,0.03,1.03769,0.0466481,1.03874,0.0449234
0.14,0.03,1.10368,0.0482851,1.10474,0.0437212
0.15,0.03,1.16676,0.0495169,1.16781,0.0424144
0.16,0.03,1.22676,0.0503245,1.22779,0.0409993
0.17,0.03,1.28355,0.0506905,1.28455,0.039472
0.18,0.03,1.33699,0.0505999,1.33795,0.0378281
0.19,0.03,1.38697,0.0500395,1.38787,0.0360627
0.2,0.03,1.43338,0.0489983,1.43421,0.0341706
0.21,0.03,1.47611,0.0474674,1.47687,0.032146
0.22,0.03,1.51509,0.0454402,1.51577,0.0299827
0.23,0.03,1.55025,0.0429124,1.55084,0.0276739
0.24,0.03,1.58152,0.0398818,1.58202,0.025212
0.25,0.03,1.60887,0.0363488,1.60928,0.0225889
0.26,0.03,1.63225,0.0323158,1.63257,0.0197957
0.27,0.03,1.65166,0.0277878,1.6519,0.0168226
0.28,0.03,1.66709,0.0227721,1.66724,0.0136589
0.29,0.03,1.67854,0.0172781,1.67863,0.0102931
0.3,0.03,1.68604,0.0113175,1.68608,0.00671239
0.31,0.03,1.68962,0.00490448,1.68962,0.00290271
0.32,0.03,1.68932,-0.00194484,1.68932,-0.00115126
0.33,0.03,1.68521,-0.00921211,1.68524,-0.00546638
0.34,0.03,1.67737,-0.0168769,1.67745,-0.0100612
0.35,0.03,1.66586,-0.0249169,1.66605,-0.0149563
0.36,0.03,1.65079,-0.0333076,1.65113,-0.0201741
0.37,0.03,1.63226,-0.0420231,1.6328,-0.0257396
0.38,0.03,1.6104,-0.0510353,1.61121,-0.0316805
0.39,0.03,1.58532,-0.0603148,1.58647,-0.0380275
0.4,0.03,1.55717,-0.0698306,1.55873,-0.0448146
0.41,0.03,1.52608,-0.0795502,1.52815,-0.05208
0.42,0.03,1.49222,-0.08944,1.4949,-0.0598659
0.43,0.03,1.45574,-0.099465,1.45914,-0.0682199
0.44,0.03,1.41682,-0.109589,1.42105,-0.0771952
0.45,0.03,1.37563,-0.119777,1.38083,-0.0868516
0.46,0.03,1.33234,-0.129989,1.33867,-0.0972565
0.47,0.03,1.28715,-0.140188,1.29476,-0.108486
0.48,0.03,1.24025,-0.150336,1.24932,-0.120626
0.49,0.03,1.19182,-0.160394,1.20256,-0.133775
0.5,0.03,1.14207,-0.170323,1.1547,-0.148044
0.51,0.03,1.09119,-0.180083,1.10595,-0.163559
0.52,0.03,1.03939,-0.189637,1.05654,-0.180466
0.53,0.03,0.986852,-0.198946,1.00671,-0.19893
0.54,0.03,0.933789,-0.207971,0.956668,-0.21914
0.55,0.03,0.880393,-0.216675,0.906664,-0.241316
0.56,0.03,0.826862,-0.225022,0.856934,-0.265706
0.57,0.03,0.773387,-0.232977,0.807717,-0.292596
0.58,0.03,0.720159,-0.240504,0.759257,-0.322313
0.59,0.03,0.667363,-0.24757,0.711804,-0.35523
0.6,0.03,0.615179,-0.254143,0.665608,-0.391765
0.61,0.03,0.563782,-0.260192,0.620927,-0.432386
0.62,0.03,0.513341,-0.265689,0.578022,-0.477603
0.63,0.03,0.464016,-0.270606,0.537158,-0.527962
0.64,0.03,0.415962,-0.274918,0.498602,-0.584014
0.65,0.03,0.369325,-0.278601,0.462622,-0.64628
0.66,0.03,0.324242,-0.281633,0.429476,-0.715188
0.67,0.03,0.280841,-0.283996,0.399406,-0.790983
0.68,0.03,0.239242,-0.285672,0.372619,-0.873622
0.69,0.03,0.199552,-0.286646,0.349266,-0.962651
0.7,0.03,0.16187,-0.286906,0.329419,-1.05712
0.71,0.03,0.126284,-0.286441,0.313043,-1.15556
0.72,0.03,0.0928711,-0.285244,0.299982,-1.25604
0.73,0.03,0.0616956,-0.28331,0.28995,-1.35638
0.74,0.03,0.0328121,-0.280636,0.282547,-1.4544
0.75,0.03,0.0062632,-0.277222,0.277292,-1.54821
0.76,0.03,-0.0179203,-0.27307,0.273657,-1.63633
0.77,0.03,-0.0397193,-0.268185,0.271111,-1.71783
0.78,0.03,-0.0591261,-0.262576,0.269151,-1.79228
0.79,0.03,-0.0761451,-0.256252,0.267325,-1.85964
0.8,0.03,-0.0907918,-0.249225,0.265247,-1.92015
0.81,0.03,-0.103093,-0.241511,0.262594,-1.97425
0.82,0.03,-0.113088,-0.233127,0.259108,-2.02245
0.83,0.03,-0.120826,-0.224093,0.254591,-2.06529
0.84,0.03,-0.126365,-0.214432,0.248896,-2.10331
0.85,0.03,-0.129778,-0.204167,0.241922,-2.13702
0.86,0.03,-0.131144,-0.193325,0.233609,-2.16685
0.87,0.03,-0.130553,-0.181935,0.22393,-2.19323
0.88,0.03,-0.128105,-0.170027,0.212885,-2.2165
0.89,0.03,-0.123907,-0.157633,0.200502,-2.23697
0.9,0.03,-0.118075,-0.144789,0.18683,-2.25491
0.91,0.03,-0.110732,-0.131528,0.171934,-2.27056
0.92,0.03,-0.102009,-0.117889,0.155897,-2.2841
0.93,0.03,-0.092043,-0.103911,0.138814,-2.29571
0.94,0.03,-0.0809764,-0.0896318,0.120793,-2.30551
0.95,0.03,-0.0689569,-0.0750936,0.101951,-2.31362
0.96,0.03,-0.0561364,-0.060338,0.0824134,-2.32014
0.97,0.03,-0.0426708,-0.0454074,0.0623107,-2.32513
0.98,0.03,-0.0287186,-0.030345,0.0417802,-2.32866
0.99,0.03,-0.0144409,-0.0151946,0.0209622,-2.33077
0,0.04,0,0,0,0
0.01,0.04,0.0868335,-0.00732681,0.0871421,-0.0841783
0.02,0.04,0.17343,-0.0146458,0.174047,-0.084248
0.03,0.04,0.259552,-0.021949,0.260478,-0.0843643
0.04,0.04,0.344965,-0.0292287,0.346201,-0.0845276
0.05,0.04,0.429436,-0.036477,0.430983,-0.0847382
0.06,0.04,0.512738,-0.0436862,0.514595,-0.0849966
0.07,0.04,0.594643,-0.0508486,0.596813,-0.0853036
0.08,0.04,0.674933,-0.0579565,0.677417,-0.0856599
0.09,0.04,0.753392,-0.0650024,0.756191,-0.0860665
0.1,0.04,0.829814,-0.0719787,0.832929,-0.0865243
0.11,0.04,0.903995,-0.0788781,0.90743,-0.0870345
0.12,0.04,0.975745,-0.0856932,0.9795,-0.0875986
0.13,0.04,1.04488,-0.0924168,1.04896,-0.088218
0.14,0.04,1.11122,-0.0990419,1.11562,-0.0888944
0.15,0.04,1.1746,-0.105561,1.17933,-0.0896296
0.16,0.04,1.23486,-0.111969,1.23993,-0.0904256
0.17,0.04,1.29187,-0.118257,1.29727,-0.0912848
0.18,0.04,1.34549,-0.12442,1.35123,-0.0922096
0.19,0.04,1.39559,-0.13045,1.40167,-0.0932027
0.2,0.04,1.44206,-0.136343,1.44849,-0.094267
0.21,0.04,1.48482,-0.142092,1.4916,-0.0954058
0.22,0.04,1.52377,-0.14769,1.53091,-0.0966225
0.23,0.04,1.55884,-0.153133,1.56634,-0.0979211
0.24,0.04,1.58998,-0.158415,1.59785,-0.0993058
0.25,0.04,1.61713,-0.16353,1.62538,-0.100781
0.26,0.04,1.64027,-0.168474,1.6489,-0.102352
0.27,0.04,1.65939,-0.173242,1.6684,-0.104024
0.28,0.04,1.67446,-0.177828,1.68388,-0.105804
0.29,0.04,1.68551,-0.18223,1.69534,-0.107697
0.3,0.04,1.69256,-0.186441,1.7028,-0.109711
0.31,0.04,1.69564,-0.190459,1.7063,-0.111854
0.32,0.04,1.6948,-0.19428,1.70589,-0.114135
0.33,0.04,1.69009,-0.1979,1.70164,-0.116563
0.34,0.04,1.68161,-0.201316,1.69362,-0.119149
0.35,0.04,1.66942,-0.204524,1.6819,-0.121905
0.36,0.04,1.65363,-0.207523,1.6666,-0.124843
0.37,0.04,1.63435,-0.210309,1.64782,-0.127977
0.38,0.04,1.61169,-0.21288,1.62569,-0.131325
0.39,0.04,1.58579,-0.215234,1.60033,-0.134903
0.4,0.04,1.55678,-0.21737,1.57188,-0.138731
0.41,0.04,1.52482,-0.219284,1.5405,-0.142831
0.42,0.04,1.49005,-0.220977,1.50635,-0.147229
0.43,0.04,1.45265,-0.222448,1.46959,-0.151952
0.44,0.04,1.41279,-0.223694,1.43039,-0.157031
0.45,0.04,1.37065,-0.224716,1.38895,-0.162503
0.46,0.04,1.3264,-0.225513,1.34544,-0.168408
0.47,0.04,1.28025,-0.226084,1.30006,-0.174792
0.48,0.04,1.23238,-0.226431,1.25301,-0.181709
0.49,0.04,1.18299,-0.226554,1.20449,-0.189219
0.5,0.04,1.13228,-0.226451,1.1547,-0.197392
0.51,0.04,1.08045,-0.226126,1.10386,-0.206311
0.52,0.04,1.02771,-0.225578,1.05218,-0.216069
0.53,0.04,0.974258,-0.224808,0.999859,-0.226779
0.54,0.04,0.920297,-0.223819,0.947123,-0.238571
0.55,0.04,0.866028,-0.222611,0.894182,-0.251601
0.56,0.04,0.811652,-0.221187,0.841251,-0.266054
0.57,0.04,0.757365,-0.219548,0.788545,-0.282151
0.58,0.04,0.703358,-0.217697,0.736278,-0.300159
0.59,0.04,0.649822,-0.215635,0.684666,-0.320404
0.6,0.04,0.59694,-0.213367,0.633926,-0.343282
0.61,0.04,0.544888,-0.210893,0.584277,-0.369284
0.62,0.04,0.49384,-0.208218,0.535941,-0.399014
0.63,0.04,0.443958,-0.205345,0.489147,-0.433227
0.64,0.04,0.3954,-0.202276,0.444136,-0.472863
0.65,0.04,0.348313,-0.199015,0.40116,-0.519101
0.66,0.04,0.302838,-0.195566,0.360495,-0.573402
0.67,0.04,0.259104,-0.191933,0.322448,-0.637558
0.68,0.04,0.217232,-0.188118,0.287364,-0.713698
0.69,0.04,0.177332,-0.184128,0.255636,-0.804196
0.7,0.04,0.139504,-0.179965,0.227703,-0.911376
0.71,0.04,0.103837,-0.175634,0.204033,-1.03686
0.72,0.04,0.0704078,-0.171139,0.185056,-1.1805
0.73,0.04,0.0392829,-0.166486,0.171057,-1.33908
