x,t,RePsi,ImPsi,AbsPsi,Phase
0.65,0.1,0.659685,0.125522,0.67152,0.188028
0.66,0.1,0.633981,0.160313,0.653936,0.247675
0.67,0.1,0.608413,0.193052,0.638306,0.307256
0.68,0.1,0.583034,0.223636,0.624453,0.366265
0.69,0.1,0.557895,0.25197,0.612157,0.424221
0.7,0.1,0.533045,0.277972,0.60117,0.480683
0.71,0.1,0.508525,0.301566,0.591219,0.535272
0.72,0.1,0.484377,0.322691,0.582023,0.587679
0.73,0.1,0.460636,0.341296,0.573296,0.637667
0.74,0.1,0.437335,0.357339,0.564759,0.685071
0.75,0.1,0.414502,0.370792,0.556146,0.729795
0.76,0.1,0.392161,0.381636,0.547208,0.771798
0.77,0.1,0.370333,0.389867,0.53772,0.811088
0.78,0.1,0.349034,0.395488,0.52748,0.847712
0.79,0.1,0.328276,0.398516,0.516314,0.881744
0.8,0.1,0.308067,0.39898,0.504073,0.913278
0.81,0.1,0.288411,0.396917,0.490637,0.942422
0.82,0.1,0.269309,0.392378,0.475907,0.96929
0.83,0.1,0.250757,0.385423,0.459815,0.993999
0.84,0.1,0.232747,0.376123,0.442312,1.01666
0.85,0.1,0.215269,0.364559,0.423372,1.0374
0.86,0.1,0.198307,0.35082,0.40299,1.05631
0.87,0.1,0.181845,0.335008,0.38118,1.07349
0.88,0.1,0.16586,0.317231,0.357974,1.08905
0.89,0.1,0.150328,0.297607,0.333419,1.10306
0.9,0.1,0.135223,0.276259,0.307578,1.1156
0.91,0.1,0.120514,0.25332,0.280526,1.12675
0.92,0.1,0.106169,0.228931,0.252351,1.13656
0.93,0.1,0.0921538,0.203235,0.223152,1.14509
0.94,0.1,0.0784314,0.176384,0.193036,1.15239
0.95,0.1,0.0649634,0.148534,0.162119,1.1585
0.96,0.1,0.0517099,0.119844,0.130524,1.16345
0.97,0.1,0.0386295,0.0904779,0.0983793,1.16728
0.98,0.1,0.0256799,0.0606028,0.0658191,1.16999
0.99,0.1,0.012818,0.0303868,0.0329796,1.17162
0,0.11,0,0,0,0
0.01,0.11,0.0404809,-0.0691302,0.0801104,-1.04105
0.02,0.11,0.0808939,-0.138043,0.159999,-1.04073
0.03,0.11,0.121171,-0.206522,0.239445,-1.0402
0.04,0.11,0.161246,-0.274352,0.318228,-1.03944
0.05,0.11,0.201051,-0.34132,0.396133,-1.03847
0.06,0.11,0.240521,-0.407218,0.472945,-1.03728
0.07,0.11,0.279589,-0.471839,0.548454,-1.03587
0.08,0.11,0.318193,-0.534983,0.622458,-1.03423
0.09,0.11,0.356268,-0.596455,0.694756,-1.03236
0.1,0.11,0.393754,-0.656066,0.765156,-1.03025
0.11,0.11,0.43059,-0.713633,0.833474,-1.0279
0.12,0.11,0.466718,-0.768981,0.899532,-1.0253
0.13,0.11,0.502081,-0.821945,0.963161,-1.02244
0.14,0.11,0.536625,-0.872365,1.0242,-1.01932
0.15,0.11,0.570297,-0.920095,1.0825,-1.01593
0.16,0.11,0.603047,-0.964995,1.13793,-1.01225
0.17,0.11,0.634827,-1.00694,1.19035,-1.00828
0.18,0.11,0.665591,-1.0458,1.23964,-1.00401
0.19,0.11,0.695296,-1.08149,1.28571,-0.999424
0.2,0.11,0.723902,-1.1139,1.32846,-0.994504
0.21,0.11,0.751371,-1.14295,1.3678,-0.989239
0.22,0.11,0.777668,-1.16857,1.40368,-0.983612
0.23,0.11,0.802761,-1.19071,1.43604,-0.977604
0.24,0.11,0.826622,-1.20931,1.46483,-0.971198
0.25,0.11,0.849223,-1.22435,1.49004,-0.964372
0.26,0.11,0.870542,-1.23581,1.51164,-0.957102
0.27,0.11,0.890558,-1.24367,1.52965,-0.949366
0.28,0.11,0.909255,-1.24796,1.54407,-0.941135
0.29,0.11,0.926618,-1.24867,1.55493,-0.932382
0.3,0.11,0.942637,-1.24586,1.56228,-0.923074
0.31,0.11,0.957302,-1.23955,1.56618,-0.913177
0.32,0.11,0.97061,-1.22982,1.56669,-0.902656
0.33,0.11,0.982558,-1.21672,1.56391,-0.891469
0.34,0.11,0.993147,-1.20033,1.55793,-0.879575
0.35,0.11,1.00238,-1.18076,1.54886,-0.866926
0.36,0.11,1.01027,-1.1581,1.53683,-0.853472
0.37,0.11,1.01681,-1.13247,1.52197,-0.839159
0.38,0.11,1.02203,-1.10399,1.50444,-0.82393
0.39,0.11,1.02594,-1.07279,1.4844,-0.807721
0.4,0.11,1.02855,-1.03902,1.46201,-0.790465
0.41,0.11,1.02988,-1.00283,1.43747,-0.772092
0.42,0.11,1.02996,-0.964379,1.41097,-0.752526
0.43,0.11,1.02881,-0.92383,1.38272,-0.731686
0.44,0.11,1.02646,-0.881357,1.35292,-0.709489
0.45,0.11,1.02292,-0.83714,1.32181,-0.685848
0.46,0.11,1.01824,-0.791362,1.2896,-0.660672
0.47,0.11,1.01245,-0.744213,1.25655,-0.633872
0.48,0.11,1.00557,-0.695885,1.22288,-0.605355
0.49,0.11,0.99765,-0.646572,1.18885,-0.575035
0.5,0.11,0.988714,-0.596472,1.1547,-0.542828
0.51,0.11,0.978801,-0.545783,1.12068,-0.508662
0.52,0.11,0.967951,-0.494705,1.08704,-0.472476
0.53,0.11,0.9562,-0.443436,1.05402,-0.434228
0.54,0.11,0.94359,-0.392174,1.02184,-0.393899
0.55,0.11,0.930159,-0.341117,0.990735,-0.3515
0.56,0.11,0.915947,-0.290457,0.960897,-0.30708
0.57,0.11,0.900994,-0.240384,0.93251,-0.260726
0.58,0.11,0.885342,-0.191086,0.905728,-0.212572
0.59,0.11,0.86903,-0.142743,0.880675,-0.162802
0.6,0.11,0.852098,-0.0955326,0.857437,-0.111648
0.61,0.11,0.834586,-0.0496239,0.83606,-0.0593894
0.62,0.11,0.816535,-0.00518036,0.816551,-0.00634424
0.63,0.11,0.797981,0.0376422,0.798868,0.0471369
0.64,0.11,0.778963,0.0786961,0.782929,0.100685
0.65,0.11,0.75952,0.117842,0.768607,0.153926
0.66,0.11,0.739686,0.15495,0.755741,0.206495
0.67,0.11,0.719497,0.1899,0.744135,0.258049
0.68,0.11,0.698987,0.22258,0.73357,0.30828
0.69,0.11,0.67819,0.252892,0.723806,0.356921
0.7,0.11,0.657136,0.280745,0.714594,0.403754
0.71,0.11,0.635856,0.306062,0.705682,0.448607
0.72,0.11,0.614379,0.328777,0.696818,0.49136
0.73,0.11,0.592732,0.348833,0.687761,0.531934
0.74,0.11,0.570941,0.366189,0.678283,0.57029
0.75,0.11,0.54903,0.380813,0.66817,0.606425
0.76,0.11,0.527021,0.392685,0.657231,0.64036
0.77,0.11,0.504935,0.401799,0.645292,0.672141
0.78,0.11,0.482792,0.408161,0.632205,0.701827
0.79,0.11,0.460609,0.411786,0.617841,0.729492
0.8,0.11,0.438401,0.412703,0.602096,0.755214
0.81,0.11,0.416183,0.410955,0.584887,0.779077
0.82,0.11,0.393968,0.406592,0.566152,0.801166
0.83,0.11,0.371766,0.399679,0.545851,0.821566
0.84,0.11,0.349586,0.39029,0.523962,0.840358
0.85,0.11,0.327436,0.37851,0.500484,0.857621
0.86,0.11,0.305322,0.364435,0.475431,0.873429
0.87,0.11,0.28325,0.348169,0.448835,0.887854
0.88,0.11,0.261222,0.329829,0.420742,0.900958
0.89,0.11,0.23924,0.309537,0.391215,0.912803
0.9,0.11,0.217305,0.287426,0.360326,0.923442
0.91,0.11,0.195417,0.263635,0.328163,0.932925
0.92,0.11,0.173573,0.23831,0.294821,0.941295
0.93,0.11,0.151773,0.211606,0.260408,0.948592
0.94,0.11,0.130012,0.183682,0.225039,0.954848
0.95,0.11,0.108286,0.154703,0.188836,0.960094
0.96,0.11,0.0865912,0.124836,0.151928,0.964353
0.97,0.11,0.0649209,0.0942559,0.11445,0.967645
0.98,0.11,0.0432697,0.0631374,0.0765415,0.969986
0.99,0.11,0.0216316,0.0316589,0.0383433,0.971386
0,0.12,0,0,0,0
0.01,0.12,0.0294529,-0.071509,0.077337,-1.18009
0.02,0.12,0.0588786,-0.142796,0.154458,-1.17971
0.03,0.12,0.08825,-0.213639,0.231148,-1.17906
0.04,0.12,0.11754,-0.283818,0.307194,-1.17816
0.05,0.12,0.146721,-0.353116,0.382385,-1.177
0.06,0.12,0.175767,-0.421319,0.456513,-1.17557
0.07,0.12,0.204651,-0.488217,0.529375,-1.17387
0.08,0.12,0.233346,-0.553604,0.600773,-1.17189
0.09,0.12,0.261825,-0.617281,0.670513,-1.16964
0.1,0.12,0.290061,-0.679054,0.73841,-1.1671
0.11,0.12,0.318029,-0.738736,0.804285,-1.16427
0.12,0.12,0.345703,-0.796149,0.867965,-1.16114
0.13,0.12,0.373056,-0.851122,0.92929,-1.15771
0.14,0.12,0.400063,-0.903494,0.988105,-1.15395
0.15,0.12,0.426699,-0.953112,1.04427,-1.14987
0.16,0.12,0.452938,-0.999835,1.09764,-1.14544
0.17,0.12,0.478755,-1.04353,1.14811,-1.14066
0.18,0.12,0.504126,-1.08408,1.19556,-1.13552
0.19,0.12,0.529028,-1.12137,1.2399,-1.12999
0.2,0.12,0.553435,-1.15531,1.28103,-1.12406
0.21,0.12,0.577325,-1.18581,1.31888,-1.11772
0.22,0.12,0.600674,-1.2128,1.3534,-1.11093
0.23,0.12,0.62346,-1.23622,1.38454,-1.10369
0.24,0.12,0.645661,-1.25602,1.41226,-1.09597
0.25,0.12,0.667255,-1.27217,1.43654,-1.08774
0.26,0.12,0.688221,-1.28465,1.45739,-1.07898
0.27,0.12,0.708538,-1.29345,1.4748,-1.06965
0.28,0.12,0.728185,-1.29858,1.48881,-1.05973
0.29,0.12,0.747144,-1.30005,1.49945,-1.04919
0.3,0.12,0.765394,-1.2979,1.50677,-1.03797
0.31,0.12,0.782918,-1.29217,1.51085,-1.02605
0.32,0.12,0.799697,-1.28291,1.51175,-1.01339
0.33,0.12,0.815715,-1.27021,1.50958,-0.999931
0.34,0.12,0.830954,-1.25413,1.50444,-0.985633
0.35,0.12,0.845398,-1.23478,1.49645,-0.970442
0.36,0.12,0.859033,-1.21225,1.48576,-0.954303
0.37,0.12,0.871843,-1.18666,1.47251,-0.937158
0.38,0.12,0.883815,-1.15814,1.45685,-0.918944
0.39,0.12,0.894935,-1.12683,1.43897,-0.899597
0.4,0.12,0.905191,-1.09286,1.41905,-0.879049
0.41,0.12,0.914572,-1.05639,1.39729,-0.857229
0.42,0.12,0.923066,-1.01759,1.37388,-0.834066
0.43,0.12,0.930664,-0.976615,1.34904,-0.809486
0.44,0.12,0.937357,-0.93365,1.323,-0.783417
0.45,0.12,0.943135,-0.888873,1.29599,-0.755788
0.46,0.12,0.947992,-0.842473,1.26825,-0.726532
0.47,0.12,0.951921,-0.794641,1.24,-0.695589
0.48,0.12,0.954916,-0.745571,1.2115,-0.662906
0.49,0.12,0.956973,-0.695463,1.18299,-0.628443
0.5,0.12,0.958087,-0.644517,1.1547,-0.592176
0.51,0.12,0.958256,-0.592935,1.12687,-0.554103
0.52,0.12,0.957477,-0.540919,1.09971,-0.514243
0.53,0.12,0.955749,-0.488672,1.07343,-0.472645
0.54,0.12,0.953073,-0.436396,1.04823,-0.42939
0.55,0.12,0.949448,-0.38429,1.02427,-0.384596
0.56,0.12,0.944877,-0.332552,1.00169,-0.338413
0.57,0.12,0.939363,-0.281375,0.980599,-0.291033
0.58,0.12,0.932908,-0.230949,0.96107,-0.242679
0.59,0.12,0.925518,-0.181459,0.943139,-0.193606
0.6,0.12,0.917199,-0.133085,0.926804,-0.144094
0.61,0.12,0.907957,-0.0859998,0.912021,-0.0944362
0.62,0.12,0.897799,-0.0403701,0.898707,-0.0449353
0.63,0.12,0.886735,0.0036454,0.886743,0.00411102
0.64,0.12,0.874774,0.0458958,0.875977,0.0524179
0.65,0.12,0.861926,0.0862391,0.866229,0.0997221
0.66,0.12,0.848203,0.124542,0.857297,0.145789
0.67,0.12,0.833617,0.160683,0.848962,0.190418
0.68,0.12,0.818182,0.194547,0.840994,0.233444
0.69,0.12,0.801913,0.226032,0.833159,0.274739
0.7,0.12,0.784824,0.255048,0.825226,0.31421
0.71,0.12,0.766931,0.281515,0.816966,0.351797
0.72,0.12,0.748253,0.305363,0.808163,0.38747
0.73,0.12,0.728806,0.326536,0.798613,0.421224
0.74,0.12,0.70861,0.344989,0.788128,0.453075
0.75,0.12,0.687685,0.36069,0.776536,0.483055
0.76,0.12,0.66605,0.373619,0.763685,0.51121
0.77,0.12,0.643729,0.383768,0.749443,0.537595
0.78,0.12,0.620741,0.391141,0.733697,0.562272
0.79,0.12,0.597112,0.395754,0.716355,0.585307
0.8,0.12,0.572864,0.397636,0.697343,0.606768
0.81,0.12,0.548022,0.396828,0.67661,0.626724
0.82,0.12,0.522611,0.393381,0.654119,0.645241
0.83,0.12,0.496657,0.38736,0.629854,0.662385
0.84,0.12,0.470187,0.378839,0.603816,0.678219
0.85,0.12,0.443226,0.367903,0.576023,0.692802
0.86,0.12,0.415804,0.35465,0.546507,0.70619
0.87,0.12,0.387948,0.339185,0.515316,0.718436
0.88,0.12,0.359688,0.321624,0.482512,0.729588
0.89,0.12,0.331052,0.302091,0.448168,0.73969
0.9,0.12,0.302069,0.28072,0.412371,0.748782
0.91,0.12,0.272771,0.257652,0.375218,0.756902
0.92,0.12,0.243188,0.233035,0.336816,0.764082
0.93,0.12,0.213349,0.207023,0.297282,0.77035
0.94,0.12,0.183288,0.179778,0.256739,0.775732
0.95,0.12,0.153034,0.151467,0.215318,0.780251
0.96,0.12,0.12262,0.122259,0.173156,0.783923
0.97,0.12,0.092078,0.0923298,0.130396,0.786764
0.98,0.12,0.061439,0.0618566,0.0871837,0.788785
0.99,0.12,0.0307356,0.0310195,0.0436679,0.789994
0,0.13,0,0,0,0
0.01,0.13,0.0183765,-0.0718476,0.0741604,-1.32039
0.02,0.13,0.0367665,-0.143476,0.148112,-1.31994
0.03,0.13,0.0551832,-0.214666,0.221646,-1.31918
0.04,0.13,0.0736399,-0.285202,0.294556,-1.31811
0.05,0.13,0.0921492,-0.354868,0.366638,-1.31674
0.06,0.13,0.110723,-0.423454,0.437691,-1.31505
0.07,0.13,0.129373,-0.490752,0.507519,-1.31304
0.08,0.13,0.14811,-0.55656,0.57593,-1.31071
0.09,0.13,0.166943,-0.620679,0.642738,-1.30805
0.1,0.13,0.185881,-0.682919,0.707765,-1.30505
0.11,0.13,0.204932,-0.743097,0.770837,-1.3017
0.12,0.13,0.224101,-0.801034,0.831791,-1.29801
0.13,0.13,0.243394,-0.856563,0.890472,-1.29394
0.14,0.13,0.262814,-0.909523,0.946733,-1.2895
0.15,0.13,0.282362,-0.959765,1.00044,-1.28467
0.16,0.13,0.302039,-1.00715,1.05146,-1.27944
0.17,0.13,0.321843,-1.05154,1.09969,-1.27378
0.18,0.13,0.341771,-1.09283,1.14502,-1.26769
0.19,0.13,0.361817,-1.13089,1.18736,-1.26115
0.2,0.13,0.381974,-1.16565,1.22664,-1.25413
0.21,0.13,0.402233,-1.197,1.26278,-1.24662
0.22,0.13,0.422583,-1.22489,1.29573,-1.23858
0.23,0.13,0.443011,-1.24924,1.32547,-1.23001
0.24,0.13,0.4635,-1.27002,1.35195,-1.22086
0.25,0.13,0.484035,-1.28718,1.37518,-1.21111
0.26,0.13,0.504596,-1.30071,1.39516,-1.20073
0.27,0.13,0.525161,-1.3106,1.4119,-1.18968
0.28,0.13,0.545708,-1.31685,1.42544,-1.17793
0.29,0.13,0.566211,-1.31948,1.43583,-1.16544
0.3,0.13,0.586642,-1.31852,1.44313,-1.15217
0.31,0.13,0.606974,-1.314,1.44742,-1.13807
0.32,0.13,0.627174,-1.306,1.44878,-1.12309
0.33,0.13,0.647211,-1.29456,1.44733,-1.10719
0.34,0.13,0.667051,-1.27978,1.44319,-1.09031
0.35,0.13,0.686658,-1.26174,1.43648,-1.07241
0.36,0.13,0.705994,-1.24054,1.42737,-1.05341
0.37,0.13,0.725022,-1.2163,1.41599,-1.03326
0.38,0.13,0.743701,-1.18913,1.40254,-1.0119
0.39,0.13,0.761991,-1.15917,1.3872,-0.989266
0.4,0.13,0.77985,-1.12656,1.37015,-0.965299
0.41,0.13,0.797235,-1.09145,1.35161,-0.939936
0.42,0.13,0.814103,-1.054,1.3318,-0.913117
0.43,0.13,0.830411,-1.01437,1.31093,-0.884788
0.44,0.13,0.846113,-0.972729,1.28923,-0.854899
0.45,0.13,0.861166,-0.929259,1.26694,-0.823412
0.46,0.13,0.875524,-0.884142,1.24429,-0.790296
0.47,0.13,0.889143,-0.837564,1.22151,-0.755536
0.48,0.13,0.90198,-0.789717,1.19884,-0.719134
0.49,0.13,0.913989,-0.740795,1.1765,-0.681115
0.5,0.13,0.925128,-0.690993,1.1547,-0.641524
0.51,0.13,0.935354,-0.640509,1.13364,-0.600436
0.52,0.13,0.944626,-0.589541,1.1135,-0.557952
0.53,0.13,0.952901,-0.538288,1.09443,-0.514206
0.54,0.13,0.960143,-0.486947,1.07656,-0.46936
0.55,0.13,0.966311,-0.435712,1.06,-0.423604
0.56,0.13,0.97137,-0.384778,1.0448,-0.377156
0.57,0.13,0.975286,-0.334335,1.031,-0.330252
0.58,0.13,0.978024,-0.284567,1.01858,-0.283144
0.59,0.13,0.979554,-0.235658,1.0075,-0.23609
0.6,0.13,0.979849,-0.187782,0.99768,-0.189348
0.61,0.13,0.97888,-0.141111,0.988998,-0.143169
0.62,0.13,0.976624,-0.0958064,0.981312,-0.0977867
0.63,0.13,0.973059,-0.0520254,0.974449,-0.053415
0.64,0.13,0.968168,-0.00991606,0.968219,-0.0102417
0.65,0.13,0.961933,0.030382,0.962412,0.0315738
0.66,0.13,0.954341,0.0687379,0.956813,0.0719024
0.67,0.13,0.945382,0.10503,0.951198,0.110645
0.68,0.13,0.935049,0.139148,0.945346,0.14773
0.69,0.13,0.923338,0.17099,0.939037,0.183112
0.7,0.13,0.910247,0.200465,0.93206,0.216772
0.71,0.13,0.895779,0.227495,0.924215,0.248706
0.72,0.13,0.879939,0.252011,0.915316,0.27893
0.73,0.13,0.862736,0.273957,0.905189,0.307474
0.74,0.13,0.844183,0.293288,0.893679,0.334376
0.75,0.13,0.824293,0.30997,0.880648,0.359685
0.76,0.13,0.803087,0.323982,0.865976,0.383452
0.77,0.13,0.780586,0.335317,0.84956,0.405736
0.78,0.13,0.756815,0.343975,0.831316,0.426593
0.79,0.13,0.731802,0.349972,0.811181,0.446084
0.8,0.13,0.705579,0.353335,0.789105,0.464266
0.81,0.13,0.678181,0.354101,0.76506,0.481197
0.82,0.13,0.649646,0.35232,0.739033,0.496933
0.83,0.13,0.620014,0.348053,0.711026,0.511526
0.84,0.13,0.589329,0.341371,0.68106,0.525026
0.85,0.13,0.557637,0.332357,0.649169,0.53748
0.86,0.13,0.524987,0.321103,0.615401,0.548934
0.87,0.13,0.491431,0.30771,0.579819,0.559426
0.88,0.13,0.457024,0.292291,0.542499,0.568996
0.89,0.13,0.42182,0.274966,0.503526,0.577678
0.9,0.13,0.38588,0.255862,0.463,0.585503
0.91,0.13,0.349262,0.235117,0.421028,0.5925
0.92,0.13,0.31203,0.212874,0.377728,0.598694
0.93,0.13,0.274248,0.189281,0.333226,0.604108
0.94,0.13,0.23598,0.164496,0.287656,0.60876
0.95,0.13,0.197295,0.138678,0.241157,0.612669
0.96,0.13,0.158259,0.111993,0.193877,0.615848
0.97,0.13,0.118941,0.0846099,0.145965,0.618309
0.98,0.13,0.0794121,0.0567002,0.0975766,0.62006
0.99,0.13,0.0397415,0.0284384,0.0488684,0.621109
0,0.14,0,0,0,0
0.01,0.14,0.00764423,-0.0701859,0.070601,-1.46231
0.02,0.14,0.015341,-0.140163,0.141,-1.46178
0.03,0.14,0.0231427,-0.209724,0.210997,-1.46089
0.04,0.14,0.0311008,-0.278662,0.280392,-1.45965
0.05,0.14,0.0392664,-0.346774,0.34899,-1.45804
0.06,0.14,0.047689,-0.413857,0.416596,-1.45607
0.07,0.14,0.0564169,-0.479715,0.483021,-1.45373
0.08,0.14,0.0654967,-0.544155,0.548083,-1.45101
0.09,0.14,0.0749731,-0.606989,0.611602,-1.4479
0.1,0.14,0.0848884,-0.668035,0.673407,-1.4444
0.11,0.14,0.0952825,-0.727118,0.733334,-1.4405
0.12,0.14,0.106193,-0.784069,0.791227,-1.43618
0.13,0.14,0.117654,-0.838727,0.846938,-1.43143
0.14,0.14,0.129696,-0.890939,0.90033,-1.42624
0.15,0.14,0.142348,-0.940563,0.951274,-1.42059
0.16,0.14,0.155634,-0.987464,0.999653,-1.41447
0.17,0.14,0.169575,-1.03152,1.04536,-1.40786
0.18,0.14,0.184187,-1.07261,1.08831,-1.40074
0.19,0.14,0.199484,-1.11063,1.1284,-1.39308
0.2,0.14,0.215474,-1.1455,1.16558,-1.38486
0.21,0.14,0.232161,-1.17712,1.1998,-1.37607
0.22,0.14,0.249547,-1.20543,1.23099,-1.36666
0.23,0.14,0.267627,-1.23038,1.25915,-1.35662
0.24,0.14,0.286392,-1.2519,1.28425,-1.3459
0.25,0.14,0.30583,-1.26998,1.30629,-1.33448
0.26,0.14,0.325923,-1.28459,1.32529,-1.32232
0.27,0.14,0.346651,-1.29571,1.34128,-1.30938
0.28,0.14,0.367985,-1.30336,1.35431,-1.29562
0.29,0.14,0.389897,-1.30754,1.36443,-1.281
0.3,0.14,0.412352,-1.30827,1.37172,-1.26546
0.31,0.14,0.435309,-1.30561,1.37627,-1.24897
0.32,0.14,0.458728,-1.2996,1.37818,-1.23147
0.33,0.14,0.482559,-1.29029,1.37758,-1.21291
0.34,0.14,0.506754,-1.27777,1.37459,-1.19323
0.35,0.14,0.531256,-1.26211,1.36937,-1.17238
0.36,0.14,0.556009,-1.24342,1.36207,-1.1503
0.37,0.14,0.58095,-1.22178,1.35287,-1.12694
0.38,0.14,0.606016,-1.19732,1.34195,-1.10225
0.39,0.14,0.63114,-1.17017,1.32952,-1.07616
0.4,0.14,0.65625,-1.14044,1.31578,-1.04863
0.41,0.14,0.681276,-1.10828,1.30093,-1.01963
0.42,0.14,0.706142,-1.07384,1.28521,-0.989108
0.43,0.14,0.730772,-1.03727,1.26884,-0.957049
0.44,0.14,0.755089,-0.998738,1.25205,-0.923439
0.45,0.14,0.779013,-0.958399,1.23507,-0.888282
0.46,0.14,0.802464,-0.916428,1.21811,-0.851602
0.47,0.14,0.825361,-0.873001,1.2014,-0.813441
0.48,0.14,0.847623,-0.828297,1.18513,-0.773867
0.49,0.14,0.869169,-0.782498,1.16951,-0.732971
0.5,0.14,0.889917,-0.735786,1.1547,-0.690872
0.51,0.14,0.909786,-0.688349,1.14085,-0.647715
0.52,0.14,0.928698,-0.640372,1.12808,-0.603669
0.53,0.14,0.946573,-0.59204,1.11647,-0.558928
0.54,0.14,0.963335,-0.543541,1.1061,-0.513701
0.55,0.14,0.978908,-0.495056,1.09697,-0.468216
0.56,0.14,0.993219,-0.446769,1.08908,-0.422704
0.57,0.14,1.0062,-0.398858,1.08237,-0.3774
0.58,0.14,1.01777,-0.351498,1.07676,-0.332534
0.59,0.14,1.02789,-0.30486,1.07214,-0.288324
0.6,0.14,1.03647,-0.25911,1.06837,-0.244971
0.61,0.14,1.04347,-0.214408,1.06527,-0.202655
0.62,0.14,1.04883,-0.170909,1.06266,-0.161532
0.63,0.14,1.0525,-0.128761,1.06035,-0.121733
0.64,0.14,1.05443,-0.0881028,1.05811,-0.083361
0.65,0.14,1.05459,-0.0490674,1.05573,-0.0464941
0.66,0.14,1.05293,-0.0117787,1.05299,-0.0111862
0.67,0.14,1.04942,0.0236481,1.04968,0.0225307
0.68,0.14,1.04404,0.0571072,1.0456,0.0546441
0.69,0.14,1.03676,0.0885023,1.04053,0.0851581
0.7,0.14,1.02756,0.117747,1.03429,0.114091
0.71,0.14,1.01645,0.144765,1.0267,0.141471
0.72,0.14,1.0034,0.169491,1.01761,0.167337
0.73,0.14,0.988422,0.191871,1.00687,0.191733
0.74,0.14,0.971519,0.211859,0.994351,0.214709
0.75,0.14,0.952702,0.229424,0.979937,0.236315
0.76,0.14,0.931988,0.244544,0.963537,0.256605
0.77,0.14,0.909398,0.257208,0.945072,0.275634
0.78,0.14,0.884962,0.267417,0.924483,0.293454
0.79,0.14,0.858711,0.275182,0.901726,0.310119
0.8,0.14,0.830686,0.280526,0.876775,0.325679
0.81,0.14,0.800931,0.283484,0.849619,0.340183
0.82,0.14,0.769495,0.284098,0.820265,0.353677
0.83,0.14,0.736434,0.282425,0.788732,0.366205
0.84,0.14,0.701807,0.278528,0.755057,0.377808
0.85,0.14,0.665679,0.272483,0.719288,0.388524
0.86,0.14,0.62812,0.264374,0.68149,0.398391
0.87,0.14,0.589203,0.254294,0.641737,0.407439
0.88,0.14,0.549007,0.242346,0.600118,0.415701
0.89,0.14,0.507615,0.22864,0.556731,0.423204
0.9,0.14,0.46511,0.213294,0.511686,0.429973
0.91,0.14,0.421585,0.196433,0.465102,0.436031
0.92,0.14,0.37713,0.17819,0.417107,0.441398
0.93,0.14,0.331842,0.158701,0.367838,0.446092
0.94,0.14,0.285819,0.138112,0.317438,0.450129
0.95,0.14,0.239161,0.116569,0.266057,0.453523
0.96,0.14,0.191971,0.0942253,0.213849,0.456284
0.97,0.14,0.144354,0.0712369,0.160975,0.458423
0.98,0.14,0.0964156,0.0477624,0.107597,0.459945
0.99,0.14,0.0482617,0.0239627,0.0538832,0.460856
0,0.15,0,0,0,0
0.01,0.15,-0.00236735,-0.0666397,0.0666817,-1.60631
0.02,0.15,-0.00464609,-0.133089,0.13317,-1.60569
0.03,0.15,-0.00674807,-0.199157,0.199272,-1.60467
0.04,0.15,-0.00858595,-0.264657,0.264796,-1.60323
0.05,0.15,-0.0100737,-0.329401,0.329555,-1.60137
0.06,0.15,-0.011127,-0.393205,0.393363,-1.59909
0.07,0.15,-0.0116636,-0.45589,0.456039,-1.59637
0.08,0.15,-0.0116037,-0.517278,0.517408,-1.59322
0.09,0.15,-0.0108705,-0.577198,0.577301,-1.58963
0.1,0.15,-0.00939043,-0.635483,0.635553,-1.58557
0.11,0.15,-0.0070936,-0.691973,0.692009,-1.58105
0.12,0.15,-0.00391407,-0.746512,0.746522,-1.57604
0.13,0.15,0.000209775,-0.798954,0.798954,-1.57053
0.14,0.15,0.00533489,-0.849158,0.849174,-1.56451
0.15,0.15,0.0115133,-0.896992,0.897066,-1.55796
0.16,0.15,0.0187918,-0.942332,0.94252,-1.55086
0.17,0.15,0.0272116,-0.985064,0.98544,-1.54318
0.18,0.15,0.0368086,-1.02508,1.02574,-1.5349
0.19,0.15,0.0476122,-1.06229,1.06336,-1.52601
0.2,0.15,0.0596463,-1.0966,1.09822,-1.51646
0.21,0.15,0.072928,-1.12794,1.13029,-1.50623
0.22,0.15,0.0874685,-1.15624,1.15954,-1.49529
0.23,0.15,0.103272,-1.18144,1.18595,-1.48361
0.24,0.15,0.120337,-1.20351,1.20951,-1.47114
0.25,0.15,0.138654,-1.2224,1.23024,-1.45785
0.26,0.15,0.158208,-1.2381,1.24817,-1.4437
0.27,0.15,0.178977,-1.2506,1.26334,-1.42865
0.28,0.15,0.200932,-1.25988,1.27581,-1.41264
0.29,0.15,0.224039,-1.26598,1.28565,-1.39564
0.3,0.15,0.248255,-1.26889,1.29295,-1.37759
0.31,0.15,0.273533,-1.26867,1.29782,-1.35844
0.32,0.15,0.299818,-1.26534,1.30037,-1.33814
0.33,0.15,0.32705,-1.25896,1.30075,-1.31664
0.34,0.15,0.355163,-1.24961,1.2991,-1.29388
0.35,0.15,0.384086,-1.23733,1.29558,-1.26981
0.36,0.15,0.413742,-1.22223,1.29036,-1.24439
0.37,0.15,0.444047,-1.2044,1.28365,-1.21757
0.38,0.15,0.474916,-1.18392,1.27562,-1.18931
0.39,0.15,0.506256,-1.16091,1.2665,-1.15958
0.4,0.15,0.537973,-1.1355,1.25649,-1.12835
